timestamp,MagX,MagY,MagZ
1665821256.144579,-165.652176,70.000000,36.086956
1665821256.146083,-165.652176,70.000000,36.086956
1665821256.147478,-165.652176,70.000000,35.652172
1665821256.148733,-165.652176,70.000000,35.652172
1665821256.152338,-165.652176,70.000000,35.652172
1665821256.243209,-165.652176,70.000000,35.652172
1665821256.244042,-165.652176,70.000000,35.652172
1665821256.24528,-165.652176,70.000000,35.652172
1665821256.246773,-165.652176,70.000000,35.652172
1665821256.248586,-165.652176,70.000000,35.652172
1665821256.249759,-165.652176,70.000000,35.652172
1665821256.251036,-165.652176,70.000000,35.652172
1665821256.252542,-165.652176,70.000000,36.086956
1665821256.34586,-165.652176,70.000000,36.086956
1665821256.346446,-165.652176,70.000000,36.086956
1665821256.347701,-165.652176,70.000000,36.086956
1665821256.349106,-165.652176,70.000000,36.086956
1665821256.350469,-165.652176,69.565216,35.652172
1665821256.351979,-165.652176,69.565216,35.652172
1665821256.381146,-165.652176,69.565216,35.652172
1665821256.452894,-165.652176,69.565216,35.652172
1665821256.454005,-165.652176,69.565216,35.652172
1665821256.455191,-166.086960,69.565216,35.652172
1665821256.456605,-166.086960,69.565216,35.652172
1665821256.457812,-166.086960,69.565216,35.652172
1665821256.459238,-166.086960,69.565216,35.652172
1665821256.460655,-166.086960,70.000000,36.086956
1665821256.462116,-165.652176,70.000000,36.086956
1665821256.5505,-165.652176,70.000000,36.086956
1665821256.551527,-165.652176,70.000000,36.086956
1665821256.552728,-165.652176,70.000000,36.086956
1665821256.55421,-165.652176,70.000000,36.086956
1665821256.555582,-165.652176,70.000000,36.086956
1665821256.556992,-165.652176,70.000000,36.086956
1665821256.558229,-165.652176,70.000000,36.086956
1665821256.653069,-165.652176,70.000000,36.086956
1665821256.653719,-165.652176,70.000000,35.217392
1665821256.654977,-165.652176,70.000000,35.217392
1665821256.656483,-165.652176,70.000000,35.217392
1665821256.658143,-165.652176,70.000000,35.217392
1665821256.659334,-165.652176,70.000000,35.217392
1665821256.660567,-166.086960,70.000000,36.086956
1665821256.661845,-166.086960,70.000000,36.086956
1665821256.755611,-166.086960,70.000000,36.086956
1665821256.756336,-166.086960,70.000000,36.086956
1665821256.757723,-166.086960,70.000000,36.086956
1665821256.758923,-165.652176,70.000000,35.652172
1665821256.760376,-165.652176,70.000000,35.652172
1665821256.761565,-165.652176,70.000000,35.652172
1665821256.763106,-165.652176,70.000000,35.652172
1665821256.857457,-165.652176,70.000000,35.652172
1665821256.858693,-165.652176,70.000000,36.086956
1665821256.859757,-165.652176,70.000000,36.086956
1665821256.861215,-165.652176,70.000000,36.086956
1665821256.862623,-165.652176,70.000000,36.086956
1665821256.864058,-165.652176,70.000000,36.086956
1665821256.865244,-165.652176,70.000000,36.086956
1665821256.866872,-165.652176,70.000000,36.086956
1665821256.9599,-165.652176,70.000000,36.086956
1665821256.960708,-165.652176,70.000000,36.086956
1665821256.962132,-165.652176,70.000000,36.086956
1665821256.963462,-166.086960,70.000000,35.652172
1665821256.964894,-166.086960,70.000000,35.652172
1665821256.966218,-166.086960,70.000000,35.652172
1665821256.967608,-166.086960,70.000000,35.652172
1665821257.062326,-166.086960,70.000000,35.652172
1665821257.063066,-166.086960,69.565216,35.652172
1665821257.064482,-166.086960,69.565216,35.652172
1665821257.065955,-166.086960,69.565216,35.652172
1665821257.067183,-166.086960,69.565216,35.652172
1665821257.068652,-166.086960,69.565216,35.652172
1665821257.070353,-165.652176,70.000000,35.652172
1665821257.071384,-165.652176,70.000000,35.652172
1665821257.165011,-165.652176,70.000000,35.652172
1665821257.16603,-165.652176,70.000000,35.652172
1665821257.166955,-165.652176,70.000000,35.652172
1665821257.168142,-166.086960,70.000000,35.652172
1665821257.169499,-166.086960,70.000000,35.652172
1665821257.170922,-166.086960,70.000000,35.652172
1665821257.174111,-166.086960,70.000000,35.652172
1665821257.266994,-166.086960,70.000000,35.652172
1665821257.267937,-166.086960,70.000000,35.652172
1665821257.269564,-166.086960,70.000000,35.652172
1665821257.270803,-166.086960,70.000000,35.652172
1665821257.272224,-166.086960,70.000000,35.652172
1665821257.273195,-166.086960,70.000000,35.652172
1665821257.274402,-165.652176,70.000000,36.086956
1665821257.275839,-165.652176,70.000000,36.086956
1665821257.369643,-165.652176,70.000000,36.086956
1665821257.37029,-165.652176,70.000000,36.086956
1665821257.371503,-165.652176,70.000000,36.086956
1665821257.372707,-166.086960,70.000000,35.652172
1665821257.374142,-166.086960,70.000000,35.652172
1665821257.375589,-166.086960,70.000000,35.652172
1665821257.376859,-166.086960,70.000000,35.652172
1665821257.472209,-166.086960,70.000000,35.652172
1665821257.473134,-166.086960,69.565216,36.086956
1665821257.475173,-166.086960,69.565216,36.086956
1665821257.47626,-166.086960,69.565216,36.086956
1665821257.477548,-166.086960,69.565216,36.086956
1665821257.478657,-166.086960,69.565216,36.086956
1665821257.479841,-165.652176,70.000000,35.652172
1665821257.481118,-165.652176,70.000000,35.652172
1665821257.57443,-165.652176,70.000000,35.652172
1665821257.576289,-165.652176,70.000000,35.652172
1665821257.576608,-165.652176,70.000000,35.652172
1665821257.57871,-166.086960,70.000000,35.652172
1665821257.579198,-166.086960,70.000000,35.652172
1665821257.581964,-166.086960,70.000000,35.652172
1665821257.582078,-166.086960,70.000000,35.652172
1665821257.67722,-166.086960,70.000000,35.652172
1665821257.678113,-165.652176,70.000000,35.652172
1665821257.679134,-165.652176,70.000000,35.652172
1665821257.680631,-165.652176,70.000000,35.652172
1665821257.682484,-165.652176,70.000000,35.652172
1665821257.683881,-165.652176,70.000000,36.086956
1665821257.685377,-165.652176,70.000000,36.086956
1665821257.686884,-165.652176,70.000000,36.086956
1665821257.779439,-165.652176,70.000000,36.086956
1665821257.78018,-165.652176,70.000000,36.086956
1665821257.781675,-166.086960,69.565216,35.652172
1665821257.782911,-166.086960,69.565216,35.652172
1665821257.784462,-166.086960,69.565216,35.652172
1665821257.785873,-166.086960,69.565216,35.652172
1665821257.787268,-166.086960,69.565216,35.652172
1665821257.78855,-166.086960,70.000000,35.217392
1665821257.881932,-166.086960,70.000000,35.217392
1665821257.882728,-166.086960,70.000000,35.217392
1665821257.884188,-166.086960,70.000000,35.217392
1665821257.885401,-166.086960,70.000000,35.217392
1665821257.886818,-166.086960,70.000000,35.652172
1665821257.888267,-166.086960,70.000000,35.652172
1665821257.889514,-166.086960,70.000000,35.652172
1665821257.983936,-166.086960,70.000000,35.652172
1665821257.984983,-166.086960,70.000000,35.652172
1665821257.985936,-166.086960,70.000000,35.652172
1665821257.987451,-166.086960,70.000000,35.652172
1665821257.988646,-166.086960,70.000000,35.652172
1665821257.990209,-166.086960,70.000000,35.652172
1665821257.991361,-166.086960,70.000000,35.652172
1665821257.992839,-166.086960,70.000000,35.652172
1665821258.086813,-166.086960,70.000000,35.652172
1665821258.08737,-166.086960,70.000000,35.652172
1665821258.088836,-166.086960,70.000000,35.652172
1665821258.090077,-166.086960,70.000000,35.652172
1665821258.091536,-165.652176,70.000000,35.652172
1665821258.092796,-165.652176,70.000000,35.652172
1665821258.094143,-165.652176,70.000000,35.652172
1665821258.189273,-165.652176,70.000000,35.652172
1665821258.190005,-165.652176,70.000000,35.652172
1665821258.191136,-166.086960,70.000000,35.652172
1665821258.192364,-166.086960,70.000000,35.652172
1665821258.193558,-166.086960,70.000000,35.652172
1665821258.195185,-166.086960,70.000000,35.652172
1665821258.196441,-166.086960,70.000000,35.652172
1665821258.200991,-165.652176,70.000000,35.652172
1665821258.291313,-165.652176,70.000000,35.652172
1665821258.291987,-165.652176,70.000000,35.652172
1665821258.293436,-165.652176,70.000000,35.652172
1665821258.294868,-165.652176,70.000000,35.652172
1665821258.296298,-166.086960,69.565216,35.652172
1665821258.297337,-166.086960,69.565216,35.652172
1665821258.298876,-166.086960,69.565216,35.652172
1665821258.39357,-166.086960,69.565216,35.652172
1665821258.394417,-166.086960,69.565216,35.652172
1665821258.395653,-166.086960,70.000000,35.652172
1665821258.397391,-166.086960,70.000000,35.652172
1665821258.39891,-166.086960,70.000000,35.652172
1665821258.400143,-166.086960,70.000000,35.652172
1665821258.401187,-166.086960,70.000000,35.652172
1665821258.402723,-165.652176,70.000000,35.652172
1665821258.495994,-165.652176,70.000000,35.652172
1665821258.49683,-165.652176,70.000000,35.652172
1665821258.498191,-165.652176,70.000000,35.652172
1665821258.499603,-165.652176,70.000000,35.652172
1665821258.500738,-166.086960,70.000000,35.652172
1665821258.502159,-166.086960,70.000000,35.652172
1665821258.503455,-166.086960,70.000000,35.652172
1665821258.598416,-166.086960,70.000000,35.652172
1665821258.598975,-166.086960,70.000000,35.652172
1665821258.600103,-165.652176,69.565216,35.652172
1665821258.601317,-165.652176,69.565216,35.652172
1665821258.602546,-165.652176,69.565216,35.652172
1665821258.60369,-165.652176,69.565216,35.652172
1665821258.60499,-165.652176,69.565216,35.652172
1665821258.60623,-165.652176,70.000000,35.217392
1665821258.700964,-165.652176,70.000000,35.217392
1665821258.701412,-165.652176,70.000000,35.217392
1665821258.702619,-165.652176,70.000000,35.217392
1665821258.703639,-165.652176,70.000000,35.217392
1665821258.704884,-165.652176,70.000000,36.086956
1665821258.706061,-165.652176,70.000000,36.086956
1665821258.707315,-165.652176,70.000000,36.086956
1665821258.803167,-165.652176,70.000000,36.086956
1665821258.803778,-165.652176,70.000000,36.086956
1665821258.805059,-166.086960,69.565216,36.086956
1665821258.806211,-166.086960,69.565216,36.086956
1665821258.807395,-166.086960,69.565216,36.086956
1665821258.808629,-166.086960,69.565216,36.086956
1665821258.80955,-166.086960,69.565216,36.086956
1665821258.810948,-166.086960,69.565216,35.652172
1665821258.905531,-166.086960,69.565216,35.652172
1665821258.906497,-166.086960,69.565216,35.652172
1665821258.907887,-166.086960,69.565216,35.652172
1665821258.9091,-165.652176,69.565216,36.086956
1665821258.910457,-165.652176,69.565216,36.086956
1665821258.911815,-165.652176,69.565216,36.086956
1665821258.912979,-165.652176,69.565216,36.086956
1665821259.007849,-165.652176,69.565216,36.086956
1665821259.008928,-165.652176,69.565216,36.086956
1665821259.010433,-165.652176,69.565216,36.086956
1665821259.011737,-165.652176,69.565216,36.086956
1665821259.013013,-165.652176,69.565216,36.086956
1665821259.015707,-165.652176,69.565216,36.086956
1665821259.017302,-166.086960,70.434784,35.652172
1665821259.018572,-166.086960,70.434784,35.652172
1665821259.110046,-166.086960,70.434784,35.652172
1665821259.111094,-166.086960,70.434784,35.652172
1665821259.112517,-166.086960,70.434784,35.652172
1665821259.113851,-166.086960,70.000000,36.086956
1665821259.115237,-166.086960,70.000000,36.086956
1665821259.116793,-166.086960,70.000000,36.086956
1665821259.118076,-166.086960,70.000000,36.086956
1665821259.215965,-165.652176,70.000000,35.652172
1665821259.217,-165.652176,70.000000,35.652172
1665821259.218503,-165.652176,70.000000,35.652172
1665821259.219896,-165.652176,70.000000,35.652172
1665821259.22111,-165.652176,70.000000,35.652172
1665821259.222563,-165.652176,70.000000,35.652172
1665821259.315186,-165.652176,70.000000,35.652172
1665821259.316084,-165.652176,70.000000,35.652172
1665821259.317563,-165.652176,70.000000,35.652172
1665821259.318992,-165.652176,70.000000,35.217392
1665821259.320212,-165.652176,70.000000,35.217392
1665821259.321667,-165.652176,70.000000,35.217392
1665821259.322843,-165.652176,70.000000,35.217392
1665821259.324348,-165.652176,70.000000,35.217392
1665821259.417955,-165.652176,69.565216,35.652172
1665821259.418552,-165.652176,69.565216,35.652172
1665821259.419733,-165.652176,69.565216,35.652172
1665821259.421142,-165.652176,69.565216,35.652172
1665821259.422348,-165.652176,69.565216,35.652172
1665821259.423555,-166.086960,70.000000,35.652172
1665821259.42521,-166.086960,70.000000,35.652172
1665821259.520158,-166.086960,70.000000,35.652172
1665821259.521052,-166.086960,70.000000,35.652172
1665821259.522268,-166.086960,70.000000,35.652172
1665821259.523638,-166.086960,70.000000,35.652172
1665821259.525163,-166.086960,70.000000,35.652172
1665821259.526383,-166.086960,70.000000,35.652172
1665821259.527732,-166.086960,70.000000,35.652172
1665821259.529046,-166.086960,70.000000,35.652172
1665821259.622516,-165.652176,69.565216,35.652172
1665821259.623238,-165.652176,69.565216,35.652172
1665821259.624461,-165.652176,69.565216,35.652172
1665821259.625921,-165.652176,69.565216,35.652172
1665821259.627268,-165.652176,69.565216,35.652172
1665821259.628576,-166.086960,70.000000,36.086956
1665821259.629822,-166.086960,70.000000,36.086956
1665821259.724788,-166.086960,70.000000,36.086956
1665821259.725634,-166.086960,70.000000,36.086956
1665821259.726797,-166.086960,70.000000,36.086956
1665821259.728276,-166.086960,70.000000,35.217392
1665821259.729732,-166.086960,70.000000,35.217392
1665821259.730948,-166.086960,70.000000,35.217392
1665821259.732183,-166.086960,70.000000,35.217392
1665821259.733609,-166.086960,70.000000,35.217392
1665821259.827023,-166.086960,70.000000,36.086956
1665821259.828214,-166.086960,70.000000,36.086956
1665821259.829395,-166.086960,70.000000,36.086956
1665821259.830606,-166.086960,70.000000,36.086956
1665821259.832034,-166.086960,70.000000,36.086956
1665821259.833442,-165.652176,70.000000,35.217392
1665821259.834885,-165.652176,70.000000,35.217392
1665821259.929804,-165.652176,70.000000,35.217392
1665821259.930523,-165.652176,70.000000,35.217392
1665821259.93196,-165.652176,70.000000,35.217392
1665821259.933458,-165.652176,70.000000,35.652172
1665821259.934662,-165.652176,70.000000,35.652172
1665821259.935913,-165.652176,70.000000,35.652172
1665821259.937343,-165.652176,70.000000,35.652172
1665821259.938608,-165.652176,70.000000,35.652172
1665821260.031904,-165.652176,69.565216,36.086956
1665821260.032878,-165.652176,69.565216,36.086956
1665821260.034414,-165.652176,69.565216,36.086956
1665821260.035524,-165.652176,69.565216,36.086956
1665821260.037138,-165.652176,69.565216,35.652172
1665821260.03868,-165.652176,69.565216,35.652172
1665821260.039906,-165.652176,69.565216,35.652172
1665821260.134629,-165.652176,69.565216,35.652172
1665821260.135323,-165.652176,69.565216,35.652172
1665821260.13674,-166.521744,70.000000,36.086956
1665821260.138183,-166.521744,70.000000,36.086956
1665821260.139355,-166.521744,70.000000,36.086956
1665821260.140586,-166.521744,70.000000,36.086956
1665821260.142066,-166.521744,70.000000,36.086956
1665821260.143501,-166.521744,69.565216,35.652172
1665821260.236929,-166.521744,69.565216,35.652172
1665821260.237601,-166.521744,69.565216,35.652172
1665821260.238853,-166.521744,69.565216,35.652172
1665821260.240312,-166.521744,69.565216,35.652172
1665821260.241535,-166.521744,69.565216,35.652172
1665821260.242782,-166.521744,69.565216,35.652172
1665821260.246047,-166.521744,69.565216,35.652172
1665821260.339124,-166.521744,69.565216,35.652172
1665821260.339936,-166.521744,69.565216,35.652172
1665821260.341589,-166.086960,69.565216,35.652172
1665821260.342789,-166.086960,69.565216,35.652172
1665821260.344107,-166.086960,69.565216,35.652172
1665821260.345355,-166.086960,69.565216,35.652172
1665821260.346809,-166.086960,69.565216,35.652172
1665821260.348351,-166.086960,69.565216,35.652172
1665821260.441983,-166.086960,69.565216,35.652172
1665821260.442703,-166.086960,69.565216,35.652172
1665821260.443984,-166.086960,69.565216,35.652172
1665821260.445147,-166.086960,69.565216,35.652172
1665821260.446589,-166.521744,69.565216,35.652172
1665821260.448025,-166.521744,69.565216,35.652172
1665821260.449242,-166.521744,69.565216,35.652172
1665821260.544078,-166.521744,69.565216,35.652172
1665821260.544961,-166.521744,69.565216,35.652172
1665821260.54646,-166.521744,69.565216,35.652172
1665821260.547842,-166.521744,69.565216,35.652172
1665821260.549213,-166.521744,69.565216,35.652172
1665821260.550448,-166.521744,69.565216,35.652172
1665821260.551867,-166.521744,69.565216,35.652172
1665821260.553144,-166.086960,69.565216,35.652172
1665821260.646594,-166.086960,69.565216,35.652172
1665821260.647686,-166.086960,69.565216,35.652172
1665821260.648854,-166.086960,69.565216,35.652172
1665821260.650302,-166.086960,69.565216,35.652172
1665821260.651725,-166.521744,69.565216,35.652172
1665821260.653258,-166.521744,69.565216,35.652172
1665821260.654619,-166.521744,69.565216,35.652172
1665821260.749168,-166.521744,69.565216,35.652172
1665821260.749967,-166.521744,69.565216,35.652172
1665821260.751035,-166.086960,69.565216,36.086956
1665821260.752387,-166.086960,69.565216,36.086956
1665821260.753599,-166.086960,69.565216,36.086956
1665821260.755112,-166.086960,69.565216,36.086956
1665821260.756374,-166.086960,69.565216,36.086956
1665821260.757839,-166.086960,69.565216,35.217392
1665821260.851429,-166.086960,69.565216,35.217392
1665821260.85217,-166.086960,69.565216,35.217392
1665821260.853376,-166.086960,69.565216,35.217392
1665821260.854813,-166.086960,69.565216,35.217392
1665821260.856218,-166.086960,69.565216,35.217392
1665821260.857664,-166.086960,69.565216,35.217392
1665821260.859038,-166.086960,69.565216,35.217392
1665821260.860276,-166.086960,69.565216,35.217392
1665821260.953843,-166.086960,69.565216,35.217392
1665821260.954734,-166.086960,70.000000,36.086956
1665821260.955961,-166.086960,70.000000,36.086956
1665821260.957299,-166.086960,70.000000,36.086956
1665821260.958453,-166.086960,70.000000,36.086956
1665821260.959667,-166.086960,70.000000,36.086956
1665821260.961087,-166.086960,69.565216,35.652172
1665821261.056017,-166.086960,69.565216,35.652172
1665821261.056884,-166.086960,69.565216,35.652172
1665821261.058117,-166.086960,69.565216,35.652172
1665821261.059337,-166.086960,69.565216,35.652172
1665821261.060817,-166.086960,69.565216,35.652172
1665821261.062024,-166.086960,69.565216,35.652172
1665821261.063408,-166.086960,69.565216,35.652172
1665821261.064807,-166.086960,69.565216,35.652172
1665821261.158546,-166.086960,69.565216,35.652172
1665821261.159255,-166.086960,69.565216,35.652172
1665821261.160691,-166.086960,69.565216,35.652172
1665821261.161887,-166.086960,69.565216,35.652172
1665821261.163327,-166.086960,69.565216,35.652172
1665821261.164704,-166.086960,69.565216,35.652172
1665821261.166002,-166.086960,69.565216,35.652172
1665821261.260444,-166.086960,69.565216,35.652172
1665821261.26152,-166.086960,69.565216,35.652172
1665821261.26295,-166.086960,69.565216,35.652172
1665821261.264149,-166.086960,69.565216,35.652172
1665821261.265594,-166.086960,69.565216,35.652172
1665821261.266994,-166.086960,69.565216,35.652172
1665821261.268188,-166.086960,69.565216,35.652172
1665821261.272029,-166.086960,69.565216,35.652172
1665821261.363039,-166.086960,70.000000,35.217392
1665821261.363806,-166.086960,70.000000,35.217392
1665821261.365058,-166.086960,70.000000,35.217392
1665821261.366497,-166.086960,70.000000,35.217392
1665821261.367953,-166.086960,70.000000,35.217392
1665821261.368985,-166.086960,70.000000,35.652172
1665821261.370562,-166.086960,70.000000,35.652172
1665821261.465593,-166.086960,70.000000,35.652172
1665821261.466551,-166.086960,70.000000,35.652172
1665821261.467767,-166.086960,70.000000,35.652172
1665821261.469164,-165.652176,69.565216,36.086956
1665821261.470577,-165.652176,69.565216,36.086956
1665821261.471966,-165.652176,69.565216,36.086956
1665821261.473394,-165.652176,69.565216,36.086956
1665821261.474643,-165.652176,69.565216,36.086956
1665821261.567598,-166.086960,69.565216,35.652172
1665821261.568679,-166.086960,69.565216,35.652172
1665821261.569984,-166.086960,69.565216,35.652172
1665821261.571077,-166.086960,69.565216,35.652172
1665821261.572457,-166.086960,69.565216,35.652172
1665821261.573759,-166.086960,70.000000,35.652172
1665821261.575064,-166.086960,70.000000,35.652172
1665821261.67057,-166.086960,70.000000,35.652172
1665821261.671247,-166.086960,70.000000,35.652172
1665821261.672445,-166.086960,70.000000,35.652172
1665821261.673966,-166.086960,70.000000,35.652172
1665821261.675335,-166.086960,70.000000,35.652172
1665821261.676576,-166.086960,70.000000,35.652172
1665821261.677907,-166.086960,70.000000,35.652172
1665821261.67924,-166.086960,70.000000,35.652172
1665821261.773044,-165.652176,69.565216,35.652172
1665821261.773554,-165.652176,69.565216,35.652172
1665821261.774947,-165.652176,69.565216,35.652172
1665821261.7763,-165.652176,69.565216,35.652172
1665821261.777582,-165.652176,69.565216,35.652172
1665821261.779071,-165.652176,70.000000,35.652172
1665821261.7805,-165.652176,70.000000,35.652172
1665821261.875325,-165.652176,70.000000,35.652172
1665821261.876186,-165.652176,70.000000,35.652172
1665821261.877444,-165.652176,70.000000,35.652172
