"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.179209806E0,-1.918125153E1,3.375000060E-1,-5.019375229E1,5.373497078E1
3.189209806E0,-1.888125038E1,4.125000238E-1,-5.010000229E1,5.354140455E1
3.199209806E0,-1.876875114E1,3.750000000E-1,-5.002500153E1,5.343133371E1
3.209209806E0,-1.886250114E1,3.750000000E-1,-5.006250381E1,5.349942862E1
3.219209806E0,-1.899375153E1,2.625000179E-1,-5.015625381E1,5.363283789E1
3.229209806E0,-1.908750153E1,3.375000060E-1,-5.000625229E1,5.352636629E1
3.239209806E0,-1.886250114E1,3.562500179E-1,-4.981875229E1,5.327127691E1
3.249209806E0,-1.867500114E1,3.750000000E-1,-4.963125229E1,5.302977934E1
3.259209806E0,-1.863750076E1,5.625000000E-1,-4.968750381E1,5.307090423E1
3.269209806E0,-1.871250153E1,4.125000238E-1,-4.989375305E1,5.328897131E1
3.279209806E0,-1.863750076E1,3.750000000E-1,-4.993125153E1,5.329753220E1
3.289209806E0,-1.861875153E1,4.875000119E-1,-4.989375305E1,5.325675693E1
3.299209806E0,-1.824375153E1,6.562500000E-1,-4.996875381E1,5.319907416E1
3.309209806E0,-1.816875076E1,7.125000358E-1,-5.004375076E1,5.324460678E1
3.319209806E0,-1.824375153E1,8.437500596E-1,-5.015625381E1,5.337786227E1
3.329209806E0,-1.828125000E1,1.012500048E0,-5.017500305E1,5.341123654E1
3.339209806E0,-1.860000038E1,6.750000119E-1,-5.008125305E1,5.342796596E1
3.349209806E0,-1.882500076E1,6.562500000E-1,-4.991250229E1,5.334856327E1
3.359209806E0,-1.884375000E1,5.437500477E-1,-5.006250381E1,5.349426947E1
3.369209806E0,-1.882500076E1,4.687500298E-1,-5.028750229E1,5.369760951E1
3.379209806E0,-1.882500076E1,3.375000060E-1,-5.030625153E1,5.371418344E1
3.389209806E0,-1.891875076E1,3.187500238E-1,-5.026875305E1,5.371190059E1
3.399209806E0,-1.878750038E1,2.812500000E-1,-5.013750076E1,5.354267695E1
3.409209806E0,-1.869375038E1,9.375000000E-2,-5.017500305E1,5.354433699E1
3.419209806E0,-1.852500153E1,1.312500089E-1,-5.017500305E1,5.348573491E1
3.429209806E0,-1.850625038E1,1.875000000E-1,-5.030625153E1,5.360256899E1
3.439209806E0,-1.848750114E1,3.562500179E-1,-5.026875305E1,5.356176011E1
3.449209806E0,-1.845000076E1,4.500000179E-1,-4.996875381E1,5.326801466E1
3.459209806E0,-1.888125038E1,3.562500179E-1,-4.953750229E1,5.301502299E1
3.469209806E0,-1.891875076E1,1.687500030E-1,-4.965000153E1,5.313257248E1
3.479209806E0,-1.897500038E1,1.125000045E-1,-4.985625076E1,5.334518756E1
3.489209806E0,-1.906875038E1,1.875000000E-1,-5.004375076E1,5.355398573E1
3.499209806E0,-1.903125000E1,3.562500179E-1,-5.023125076E1,5.371679387E1
3.509209806E0,-1.906875038E1,3.375000060E-1,-5.004375076E1,5.355472097E1
3.519209806E0,-1.905000114E1,3.375000060E-1,-5.017500305E1,5.367073114E1
3.529209806E0,-1.899375153E1,2.437500060E-1,-5.021250153E1,5.368535481E1
3.539209806E0,-1.850625038E1,3.375000060E-1,-5.064375305E1,5.392017185E1
3.549209806E0,-1.831875038E1,5.812500119E-1,-5.081250381E1,5.401689561E1
3.559209806E0,-1.835625076E1,6.375000477E-1,-5.070000076E1,5.392446964E1
3.569209806E0,-1.843125153E1,5.812500119E-1,-5.040000153E1,5.366757902E1
3.579209806E0,-1.839375114E1,6.000000238E-1,-5.040000153E1,5.365491809E1
3.589209806E0,-1.845000076E1,6.562500000E-1,-5.043750381E1,5.371010132E1
3.599209806E0,-1.854375076E1,6.375000477E-1,-5.021250153E1,5.353104154E1
3.609209806E0,-1.884375000E1,5.625000000E-1,-5.019375229E1,5.361731147E1
3.619209806E0,-1.914375114E1,6.000000238E-1,-5.002500153E1,5.356625790E1
3.629209806E0,-1.940625000E1,4.312500060E-1,-4.995000076E1,5.358909490E1
3.639209806E0,-1.933125114E1,2.812500000E-1,-4.978125381E1,5.340364785E1
3.649209806E0,-1.905000114E1,2.812500000E-1,-5.006250381E1,5.356524931E1
3.659209806E0,-1.912500000E1,2.625000179E-1,-5.002500153E1,5.355684185E1
3.669209806E0,-1.912500000E1,2.437500060E-1,-5.015625381E1,5.367937067E1
3.679209806E0,-1.914375114E1,2.250000089E-1,-5.000625229E1,5.354585979E1
3.689209806E0,-1.912500000E1,3.000000119E-1,-4.995000076E1,5.348699095E1
3.699209806E0,-1.878750038E1,3.562500179E-1,-4.996875381E1,5.338514253E1
3.709209806E0,-1.867500114E1,4.125000238E-1,-4.998750305E1,5.336362324E1
3.719209806E0,-1.882500076E1,6.187500358E-1,-5.010000229E1,5.352358111E1
3.729209806E0,-1.906875038E1,6.187500358E-1,-4.995000076E1,5.346964250E1
3.739209806E0,-1.918125153E1,4.687500298E-1,-4.989375305E1,5.345583907E1
3.749209806E0,-1.923750114E1,3.937500119E-1,-4.980000305E1,5.338798360E1
3.759209806E0,-1.916250038E1,3.000000119E-1,-4.995000076E1,5.350041119E1
3.769209806E0,-1.897500038E1,4.125000238E-1,-5.019375229E1,5.366221729E1
3.779209806E0,-1.925625038E1,4.125000238E-1,-4.985625076E1,5.344734863E1
3.789209806E0,-1.921875000E1,4.125000238E-1,-4.944375229E1,5.304917670E1
3.799209806E0,-1.901250076E1,3.562500179E-1,-4.942500305E1,5.295689781E1
3.809209806E0,-1.910625076E1,3.000000119E-1,-4.940625381E1,5.297279240E1
3.819209806E0,-1.912500000E1,2.812500000E-1,-4.940625381E1,5.297945491E1
3.829209806E0,-1.893750000E1,3.000000119E-1,-4.950000381E1,5.299971022E1
3.839209806E0,-1.899375153E1,4.875000119E-1,-4.946250153E1,5.298621812E1
3.849209806E0,-1.905000114E1,4.875000119E-1,-4.931250381E1,5.286646605E1
3.859209806E0,-1.899375153E1,4.500000179E-1,-4.974375153E1,5.324852968E1
3.869209806E0,-1.897500038E1,4.125000238E-1,-4.993125153E1,5.341676399E1
3.879209806E0,-1.895625114E1,3.187500238E-1,-4.996875381E1,5.344452654E1
3.889209806E0,-1.910625076E1,2.625000179E-1,-4.980000305E1,5.334002276E1
3.899209806E0,-1.882500076E1,3.187500238E-1,-4.974375153E1,5.318762141E1
3.909209806E0,-1.875000000E1,3.375000060E-1,-4.965000153E1,5.307352502E1
3.919209806E0,-1.863750076E1,2.625000179E-1,-4.981875229E1,5.319147883E1
3.929209806E0,-1.835625076E1,2.625000179E-1,-4.987500381E1,5.314637197E1
3.939209806E0,-1.845000076E1,1.687500030E-1,-4.963125229E1,5.294990282E1
3.949209806E0,-1.860000038E1,2.250000089E-1,-4.950000381E1,5.287968435E1
3.959209806E0,-1.873125076E1,2.625000179E-1,-4.946250153E1,5.289109300E1
3.969209806E0,-1.856250000E1,3.562500179E-1,-4.974375153E1,5.309551898E1
3.979209806E0,-1.871250153E1,3.375000060E-1,-4.966875076E1,5.307783362E1
3.989209806E0,-1.895625114E1,5.062500238E-1,-4.966875076E1,5.316559554E1
3.999209806E0,-1.908750153E1,6.187500358E-1,-4.968750381E1,5.323122769E1
4.009209806E0,-1.927500153E1,7.125000358E-1,-4.966875076E1,5.328243747E1
4.019209806E0,-1.893750000E1,8.062500358E-1,-4.987500381E1,5.335536478E1
4.029209806E0,-1.882500076E1,9.000000358E-1,-4.998750305E1,5.342229043E1
4.039209806E0,-1.895625114E1,9.750000238E-1,-5.017500305E1,5.364532611E1
4.049209806E0,-1.905000114E1,9.000000358E-1,-5.017500305E1,5.367721560E1
4.059209806E0,-1.914375114E1,1.162500024E0,-5.034375381E1,5.387326018E1
4.069209806E0,-1.899375153E1,1.143750072E0,-5.038125229E1,5.385481727E1
4.079209806E0,-1.897500038E1,1.143750072E0,-5.019375229E1,5.367281968E1
4.089209806E0,-1.910625076E1,9.562500119E-1,-5.038125229E1,5.389094371E1
4.099209806E0,-1.940625000E1,9.375000596E-1,-5.036250305E1,5.398021081E1
4.109209806E0,-1.953750038E1,8.437500596E-1,-5.055000305E1,5.420081774E1
4.119209806E0,-1.938750076E1,9.187500477E-1,-5.038125229E1,5.399064613E1
4.129209806E0,-1.918125153E1,1.068750024E0,-5.060625076E1,5.412998479E1
4.139209806E0,-1.890000153E1,8.625000119E-1,-5.085000229E1,5.425566050E1
4.149209806E0,-1.876875114E1,1.087500095E0,-5.098125076E1,5.433724878E1
4.159209806E0,-1.848750114E1,9.937500358E-1,-5.126250076E1,5.450338725E1
4.169209806E0,-1.837500000E1,1.087500095E0,-5.116875076E1,5.437889605E1
4.179209806E0,-1.824375153E1,1.087500095E0,-5.115000153E1,5.431703032E1
4.189209806E0,-1.824375153E1,1.125000000E0,-5.109375381E1,5.426482999E1
4.199209806E0,-1.822500038E1,1.087500095E0,-5.085000229E1,5.402828915E1
4.209209806E0,-1.843125153E1,9.187500477E-1,-5.075625229E1,5.400696511E1
4.219209806E0,-1.865625000E1,8.250000477E-1,-5.055000305E1,5.388913710E1
4.229209806E0,-1.882500076E1,5.250000358E-1,-5.034375381E1,5.375081234E1
4.239209806E0,-1.906875038E1,5.062500238E-1,-5.006250381E1,5.357357388E1
4.249209806E0,-1.905000114E1,3.937500119E-1,-5.006250381E1,5.356595813E1
4.259209806E0,-1.916250038E1,4.687500298E-1,-5.006250381E1,5.360667342E1
4.269209806E0,-1.890000153E1,3.937500119E-1,-5.011875153E1,5.356542123E1
4.279209806E0,-1.876875114E1,1.875000000E-1,-5.045625305E1,5.383432592E1
4.289209806E0,-1.860000038E1,1.875000000E-1,-5.056875229E1,5.388129433E1
4.299209806E0,-1.841250038E1,3.750000000E-1,-5.056875229E1,5.381783629E1
4.309209806E0,-1.841250038E1,4.125000238E-1,-5.060625076E1,5.385334663E1
4.319209806E0,-1.830000114E1,4.312500060E-1,-5.083125305E1,5.402677397E1
4.329209806E0,-1.831875038E1,4.125000238E-1,-5.081250381E1,5.401534334E1
4.339209806E0,-1.854375076E1,1.687500030E-1,-5.081250381E1,5.409075441E1
4.349209806E0,-1.871250153E1,3.000000119E-1,-5.086875153E1,5.420219179E1
4.359209806E0,-1.901250076E1,3.375000060E-1,-5.086875153E1,5.430671205E1
4.369209806E0,-1.910625076E1,5.062500238E-1,-5.064375305E1,5.413035036E1
4.379209806E0,-1.923750114E1,2.250000089E-1,-5.060625076E1,5.413986232E1
4.389209806E0,-1.927500153E1,3.750000149E-2,-5.070000076E1,5.424036474E1
4.399209806E0,-1.925625038E1,-0.000000000E0,-5.071875381E1,5.425122273E1
4.409209806E0,-1.931250000E1,2.062500119E-1,-5.062500381E1,5.418400323E1
4.419209806E0,-1.893750000E1,4.687500298E-1,-5.062500381E1,5.405311873E1
4.429209806E0,-1.891875076E1,4.500000179E-1,-5.051250076E1,5.394102672E1
4.439209806E0,-1.873125076E1,5.062500238E-1,-5.058750153E1,5.394637481E1
4.449209806E0,-1.882500076E1,3.562500179E-1,-5.040000153E1,5.380211633E1
4.459209806E0,-1.880625153E1,6.375000477E-1,-5.036250305E1,5.376302834E1
4.469209806E0,-1.891875076E1,7.500000000E-1,-5.034375381E1,5.378638470E1
4.479209806E0,-1.905000114E1,7.312500477E-1,-5.010000229E1,5.360454738E1
4.489209806E0,-1.880625153E1,6.562500000E-1,-4.985625076E1,5.328931882E1
4.499209806E0,-1.888125038E1,5.437500477E-1,-4.987500381E1,5.333210370E1
4.509209806E0,-1.884375000E1,6.375000477E-1,-4.991250229E1,5.335495483E1
4.519209806E0,-1.873125076E1,6.562500000E-1,-4.983750153E1,5.324534700E1
4.529209806E0,-1.861875153E1,7.312500477E-1,-5.000625229E1,5.336495014E1
4.539209806E0,-1.869375038E1,7.125000358E-1,-4.985625076E1,5.325044319E1
4.549209806E0,-1.865625000E1,7.500000000E-1,-4.985625076E1,5.323780522E1
4.559209806E0,-1.865625000E1,8.625000119E-1,-4.983750153E1,5.322195157E1
4.569209806E0,-1.888125038E1,8.250000477E-1,-5.032500076E1,5.375674788E1
4.579209806E0,-1.903125000E1,6.937500238E-1,-5.056875229E1,5.403580733E1
4.589209806E0,-1.903125000E1,6.562500000E-1,-5.040000153E1,5.387744699E1
4.599209806E0,-1.901250076E1,6.000000238E-1,-5.041875076E1,5.388771301E1
4.609209806E0,-1.905000114E1,6.750000119E-1,-5.038125229E1,5.386676852E1
4.619209806E0,-1.891875076E1,6.000000238E-1,-5.060625076E1,5.403028546E1
4.629209806E0,-1.873125076E1,7.500000000E-1,-5.062500381E1,5.398437984E1
4.639209806E0,-1.876875114E1,6.187500358E-1,-5.075625229E1,5.411881390E1
4.649209806E0,-1.846875000E1,7.875000238E-1,-5.071875381E1,5.398246819E1
4.659209806E0,-1.828125000E1,1.050000072E0,-5.045625305E1,5.367625242E1
4.669209806E0,-1.828125000E1,1.087500095E0,-5.077500153E1,5.397673145E1
4.679209806E0,-1.833750153E1,1.237500072E0,-5.064375305E1,5.387564470E1
4.689209806E0,-1.796250153E1,1.200000048E0,-5.077500153E1,5.387199867E1
4.699209806E0,-1.783125114E1,1.350000024E0,-5.100000381E1,5.404420789E1
4.709209806E0,-1.801875114E1,1.406250000E0,-5.116875076E1,5.426687743E1
4.719209806E0,-1.785000038E1,1.631250024E0,-5.130000305E1,5.434127164E1
4.729209806E0,-1.800000000E1,1.818750024E0,-5.126250076E1,5.436130826E1
4.739209806E0,-1.831875038E1,1.781250119E0,-5.124375153E1,5.444879740E1
4.749209806E0,-1.835625076E1,1.650000095E0,-5.105625153E1,5.428089224E1
4.759209806E0,-1.830000114E1,1.612500072E0,-5.111250305E1,5.431370146E1
4.769209806E0,-1.856250000E1,1.631250024E0,-5.109375381E1,5.438565125E1
4.779209806E0,-1.880625153E1,1.575000048E0,-5.098125076E1,5.436215274E1
4.789209806E0,-1.880625153E1,1.425000072E0,-5.090625381E1,5.428768184E1
4.799209806E0,-1.880625153E1,1.068750024E0,-5.086875153E1,5.424432878E1
4.809209806E0,-1.884375000E1,7.875000238E-1,-5.077500153E1,5.416463653E1
4.819209806E0,-1.846875000E1,6.375000477E-1,-5.085000229E1,5.410382487E1
4.829209806E0,-1.841250038E1,5.812500119E-1,-5.116875076E1,5.438381263E1
4.839209806E0,-1.835625076E1,6.562500000E-1,-5.111250305E1,5.431271098E1
4.849209806E0,-1.837500000E1,5.250000358E-1,-5.100000381E1,5.421177583E1
4.859209806E0,-1.833750153E1,4.312500060E-1,-5.086875153E1,5.407476140E1
4.869209806E0,-1.815000153E1,3.937500119E-1,-5.092500305E1,5.406416124E1
4.879209806E0,-1.809375000E1,7.312500477E-1,-5.096250153E1,5.408414812E1
4.889209806E0,-1.813125038E1,6.187500358E-1,-5.118750381E1,5.430732583E1
4.899209806E0,-1.833750153E1,6.750000119E-1,-5.135625076E1,5.453608053E1
4.909209806E0,-1.833750153E1,7.500000000E-1,-5.088750076E1,5.409587966E1
4.919209806E0,-1.841250038E1,6.187500358E-1,-5.088750076E1,5.411968917E1
4.929209806E0,-1.841250038E1,6.562500000E-1,-5.090625381E1,5.413776419E1
4.939209806E0,-1.863750076E1,5.437500477E-1,-5.062500381E1,5.394944958E1
4.949209806E0,-1.867500114E1,5.062500238E-1,-5.040000153E1,5.375101962E1
4.959209806E0,-1.884375000E1,3.937500119E-1,-5.006250381E1,5.349295506E1
4.969209806E0,-1.908750153E1,4.312500060E-1,-4.989375305E1,5.342195508E1
4.979209806E0,-1.908750153E1,3.187500238E-1,-4.957500076E1,5.312358249E1
4.989209806E0,-1.916250038E1,3.937500119E-1,-4.970625305E1,5.327352112E1
4.999209806E0,-1.912500000E1,4.125000238E-1,-4.980000305E1,5.334769053E1
5.009209806E0,-1.910625076E1,4.312500060E-1,-4.978125381E1,5.332361603E1
5.019209806E0,-1.880625153E1,7.312500477E-1,-5.002500153E1,5.344820484E1
5.029209806E0,-1.897500038E1,7.500000000E-1,-5.019375229E1,5.366587285E1
5.039209806E0,-1.888125038E1,5.437500477E-1,-5.034375381E1,5.377072464E1
5.049209806E0,-1.869375038E1,5.250000358E-1,-5.028750229E1,5.365225825E1
5.059209806E0,-1.876875114E1,4.687500298E-1,-5.038125229E1,5.376575423E1
5.069209806E0,-1.884375000E1,2.250000089E-1,-5.011875153E1,5.354462432E1
5.079209806E0,-1.882500076E1,2.062500119E-1,-5.010000229E1,5.352040192E1
5.089209806E0,-1.867500114E1,3.562500179E-1,-5.011875153E1,5.348618360E1
5.099209806E0,-1.873125076E1,1.125000045E-1,-5.011875153E1,5.350478171E1
5.109209806E0,-1.854375076E1,1.312500089E-1,-5.004375076E1,5.336913817E1
5.119209806E0,-1.846875000E1,3.750000000E-1,-5.023125076E1,5.352021959E1
5.129209806E0,-1.848750114E1,3.000000119E-1,-5.004375076E1,5.335030168E1
5.139209806E0,-1.850625038E1,2.812500000E-1,-4.978125381E1,5.311057932E1
5.149209806E0,-1.858125114E1,4.500000179E-1,-5.013750076E1,5.347180918E1
5.159209806E0,-1.878750038E1,4.500000179E-1,-5.011875153E1,5.352627322E1
5.169209806E0,-1.884375000E1,2.250000089E-1,-5.013750076E1,5.356217436E1
5.179209806E0,-1.899375153E1,3.187500238E-1,-4.993125153E1,5.342278613E1
5.189209806E0,-1.910625076E1,2.812500000E-1,-4.980000305E1,5.334011833E1
5.199209806E0,-1.942500114E1,3.750000149E-2,-4.965000153E1,5.331467647E1
5.209209806E0,-1.957500076E1,-3.750000149E-2,-4.978125381E1,5.349163759E1
5.219209806E0,-1.944375038E1,1.125000045E-1,-4.989375305E1,5.354865711E1
5.229209806E0,-1.933125114E1,9.375000000E-2,-4.959375381E1,5.322824887E1
5.239209806E0,-1.931250000E1,1.125000045E-1,-4.966875076E1,5.329136998E1
5.249209806E0,-1.927500153E1,3.187500238E-1,-4.978125381E1,5.338352290E1
5.259209806E0,-1.908750153E1,1.500000060E-1,-4.998750305E1,5.350799637E1
5.269209806E0,-1.912500000E1,2.812500000E-1,-5.013750076E1,5.366203229E1
5.279209806E0,-1.876875114E1,3.750000000E-1,-5.030625153E1,5.369474450E1
5.289209806E0,-1.854375076E1,5.250000358E-1,-5.053125381E1,5.382893209E1
5.299209806E0,-1.856250000E1,5.625000000E-1,-5.053125381E1,5.383577272E1
5.309209806E0,-1.835625076E1,6.750000119E-1,-5.068125153E1,5.390729842E1
5.319209806E0,-1.837500000E1,6.562500000E-1,-5.058750153E1,5.382533418E1
5.329209806E0,-1.869375038E1,4.500000179E-1,-5.049375153E1,5.384494170E1
5.339209806E0,-1.878750038E1,4.312500060E-1,-5.040000153E1,5.378955569E1
5.349209806E0,-1.869375038E1,4.500000179E-1,-5.040000153E1,5.375703635E1
5.359209806E0,-1.886250114E1,5.250000358E-1,-5.013750076E1,5.357087415E1
5.369209806E0,-1.875000000E1,6.937500238E-1,-4.985625076E1,5.326996836E1
5.379209806E0,-1.850625038E1,7.687500119E-1,-5.015625381E1,5.346701859E1
5.389209806E0,-1.880625153E1,8.062500358E-1,-5.010000229E1,5.351948584E1
5.399209806E0,-1.858125114E1,9.187500477E-1,-5.010000229E1,5.344265361E1
5.409209806E0,-1.831875038E1,8.625000119E-1,-5.026875305E1,5.350951369E1
5.419209806E0,-1.852500153E1,9.562500119E-1,-5.038125229E1,5.368762127E1
5.429209806E0,-1.856250000E1,7.875000238E-1,-5.040000153E1,5.371542345E1
5.439209806E0,-1.875000000E1,7.312500477E-1,-5.036250305E1,5.374457126E1
5.449209806E0,-1.899375153E1,5.812500119E-1,-5.030625153E1,5.377563938E1
5.459209806E0,-1.918125153E1,5.812500119E-1,-5.010000229E1,5.364949665E1
5.469209806E0,-1.888125038E1,6.562500000E-1,-5.015625381E1,5.359647448E1
5.479209806E0,-1.910625076E1,4.875000119E-1,-5.002500153E1,5.355172502E1
5.489209806E0,-1.938750076E1,4.687500298E-1,-4.981875229E1,5.346029360E1
5.499209806E0,-1.914375114E1,4.312500060E-1,-4.987500381E1,5.342457478E1
5.509209806E0,-1.895625114E1,5.062500238E-1,-4.981875229E1,5.330575791E1
5.519209806E0,-1.893750000E1,5.250000358E-1,-4.985625076E1,5.333432545E1
5.529209806E0,-1.875000000E1,4.500000179E-1,-5.010000229E1,5.349556271E1
5.539209806E0,-1.884375000E1,2.625000179E-1,-4.995000076E1,5.338687476E1
5.549209806E0,-1.901250076E1,1.125000045E-1,-4.985625076E1,5.335853804E1
5.559209806E0,-1.905000114E1,1.312500089E-1,-4.981875229E1,5.333692764E1
5.569209806E0,-1.876875114E1,3.750000000E-1,-4.980000305E1,5.322073796E1
5.579209806E0,-1.891875076E1,3.750000000E-1,-4.961250305E1,5.309858957E1
5.589209806E0,-1.905000114E1,3.937500119E-1,-4.953750229E1,5.307562261E1
5.599209806E0,-1.873125076E1,3.750000000E-1,-4.996875381E1,5.336550138E1
5.609209806E0,-1.890000153E1,5.250000358E-1,-4.978125381E1,5.325090529E1
5.619209806E0,-1.910625076E1,5.812500119E-1,-4.981875229E1,5.336004825E1
5.629209806E0,-1.906875038E1,6.375000477E-1,-4.983750153E1,5.336478432E1
5.639209806E0,-1.878750038E1,6.187500358E-1,-4.998750305E1,5.340508855E1
5.649209806E0,-1.905000114E1,4.312500060E-1,-4.985625076E1,5.337353521E1
5.659209806E0,-1.897500038E1,4.687500298E-1,-4.983750153E1,5.332960645E1
5.669209806E0,-1.893750000E1,4.312500060E-1,-4.991250229E1,5.338607279E1
5.679209806E0,-1.921875000E1,4.125000238E-1,-4.946250153E1,5.306665210E1
5.689209806E0,-1.921875000E1,2.812500000E-1,-4.953750229E1,5.313570914E1
5.699209806E0,-1.890000153E1,2.625000179E-1,-4.959375381E1,5.307371648E1
5.709209806E0,-1.895625114E1,1.312500089E-1,-4.957500076E1,5.307577022E1
5.719209806E0,-1.906875038E1,1.875000000E-1,-4.938750076E1,5.294126584E1
5.729209806E0,-1.910625076E1,2.625000179E-1,-4.966875076E1,5.321750207E1
5.739209806E0,-1.888125038E1,3.937500119E-1,-4.968750381E1,5.315547658E1
5.749209806E0,-1.903125000E1,4.687500298E-1,-4.957500076E1,5.310450926E1
5.759209806E0,-1.882500076E1,7.500000000E-1,-4.959375381E1,5.305170658E1
5.769209806E0,-1.843125153E1,8.812500238E-1,-4.961250305E1,5.293286402E1
5.779209806E0,-1.860000038E1,9.187500477E-1,-4.996875381E1,5.332617063E1
5.789209806E0,-1.867500114E1,1.050000072E0,-5.008125305E1,5.346017279E1
5.799209806E0,-1.886250114E1,1.106250048E0,-5.000625229E1,5.345692665E1
5.809209806E0,-1.852500153E1,1.143750072E0,-4.993125153E1,5.326925684E1
5.819209806E0,-1.873125076E1,1.087500095E0,-5.004375076E1,5.344548065E1
5.829209806E0,-1.850625038E1,1.031250000E0,-5.019375229E1,5.350661219E1
5.839209806E0,-1.856250000E1,7.875000238E-1,-5.040000153E1,5.371542345E1
5.849209806E0,-1.871250153E1,9.000000358E-1,-5.036250305E1,5.373406207E1
5.859209806E0,-1.871250153E1,1.050000072E0,-5.015625381E1,5.354353379E1
5.869209806E0,-1.839375114E1,1.012500048E0,-5.011875153E1,5.339704572E1
5.879209806E0,-1.811250114E1,1.106250048E0,-5.055000305E1,5.370837268E1
5.889209806E0,-1.824375153E1,1.162500024E0,-5.071875381E1,5.391268742E1
5.899209806E0,-1.796250153E1,1.275000095E0,-5.073750305E1,5.383838131E1
5.909209806E0,-1.813125038E1,1.256250024E0,-5.085000229E1,5.400039942E1
5.919209806E0,-1.828125000E1,1.331250072E0,-5.066250229E1,5.387639062E1
5.929209806E0,-1.848750114E1,1.106250048E0,-5.060625076E1,5.388881242E1
5.939209806E0,-1.831875038E1,1.106250048E0,-5.036250305E1,5.360207196E1
5.949209806E0,-1.848750114E1,1.012500048E0,-5.043750381E1,5.372852730E1
5.959209806E0,-1.858125114E1,7.500000000E-1,-5.025000381E1,5.358067074E1
5.969209806E0,-1.861875153E1,6.000000238E-1,-5.023125076E1,5.357421452E1
5.979209806E0,-1.878750038E1,4.687500298E-1,-5.047500229E1,5.386014996E1
5.989209806E0,-1.878750038E1,4.125000238E-1,-5.032500076E1,5.371914024E1
5.999209806E0,-1.878750038E1,4.500000179E-1,-5.040000153E1,5.378970928E1
6.009209806E0,-1.871250153E1,3.750000000E-1,-5.040000153E1,5.376298441E1
6.019209806E0,-1.891875076E1,1.125000045E-1,-5.079375076E1,5.420273889E1
6.029209806E0,-1.886250114E1,1.875000075E-2,-5.079375076E1,5.418301780E1
6.039209806E0,-1.906875038E1,-1.125000045E-1,-5.081250381E1,5.427283336E1
6.049209806E0,-1.905000114E1,-0.000000000E0,-5.062500381E1,5.409060505E1
6.059209806E0,-1.908750153E1,1.125000045E-1,-5.019375229E1,5.370063444E1
6.069209806E0,-1.908750153E1,2.062500119E-1,-5.015625381E1,5.366586485E1
6.079209806E0,-1.893750000E1,1.312500089E-1,-5.025000381E1,5.370017706E1
6.089209806E0,-1.890000153E1,1.687500030E-1,-5.011875153E1,5.356423983E1
6.099209806E0,-1.865625000E1,4.125000238E-1,-4.989375305E1,5.326924454E1
6.109209806E0,-1.876875114E1,4.125000238E-1,-5.010000229E1,5.350183553E1
6.119209806E0,-1.863750076E1,6.562500000E-1,-5.004375076E1,5.340565597E1
6.129209806E0,-1.858125114E1,6.187500358E-1,-5.006250381E1,5.340318374E1
6.139209806E0,-1.869375038E1,3.750000000E-1,-5.019375229E1,5.356313748E1
6.149209806E0,-1.854375076E1,3.937500119E-1,-5.008125305E1,5.340559557E1
6.159209806E0,-1.880625153E1,4.687500298E-1,-4.968750381E1,5.312949142E1
6.169209806E0,-1.860000038E1,5.250000358E-1,-4.970625305E1,5.307492093E1
6.179209806E0,-1.882500076E1,3.562500179E-1,-4.978125381E1,5.322293490E1
6.189209806E0,-1.878750038E1,3.562500179E-1,-4.927500153E1,5.273635236E1
6.199209806E0,-1.899375153E1,3.562500179E-1,-4.942500305E1,5.295016938E1
6.209209806E0,-1.935000038E1,2.625000179E-1,-4.946250153E1,5.311337382E1
6.219209806E0,-1.935000038E1,4.312500060E-1,-4.933125305E1,5.299227320E1
6.229209806E0,-1.925625038E1,3.000000119E-1,-4.955625153E1,5.316686227E1
6.239209806E0,-1.905000114E1,2.437500060E-1,-4.978125381E1,5.330230004E1
6.249209806E0,-1.940625000E1,2.437500060E-1,-5.000625229E1,5.364035068E1
6.259209806E0,-1.920000076E1,2.625000179E-1,-5.004375076E1,5.360117467E1
6.269209806E0,-1.914375114E1,3.562500179E-1,-5.034375381E1,5.386189442E1
6.279209806E0,-1.895625114E1,3.750000000E-1,-5.030625153E1,5.376057129E1
6.289209806E0,-1.875000000E1,6.375000477E-1,-5.032500076E1,5.370823594E1
6.299209806E0,-1.820625114E1,6.937500238E-1,-5.047500229E1,5.366260081E1
6.309209806E0,-1.861875153E1,6.000000238E-1,-5.043750381E1,5.376764547E1
6.319209806E0,-1.852500153E1,7.125000358E-1,-5.056875229E1,5.385983704E1
6.329209806E0,-1.852500153E1,5.812500119E-1,-5.062500381E1,5.391107998E1
6.339209806E0,-1.848750114E1,5.812500119E-1,-5.045625305E1,5.373973411E1
6.349209806E0,-1.856250000E1,7.125000358E-1,-5.041875076E1,5.373196899E1
6.359209806E0,-1.845000076E1,8.812500238E-1,-5.040000153E1,5.367810805E1
6.369209806E0,-1.822500038E1,8.812500238E-1,-5.053125381E1,5.372462054E1
6.379209806E0,-1.876875114E1,8.625000119E-1,-5.071875381E1,5.408698470E1
6.389209806E0,-1.858125114E1,1.181250095E0,-5.071875381E1,5.402823553E1
6.399209806E0,-1.890000153E1,1.181250095E0,-5.068125153E1,5.410355502E1
6.409209806E0,-1.861875153E1,1.481250048E0,-5.068125153E1,5.401334341E1
6.419209806E0,-1.880625153E1,1.743750095E0,-5.083125305E1,5.422667284E1
