"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
5.655123078E0,-4.610625076E1,6.281250381E1,-1.184437561E2,1.417748932E2
5.665123078E0,-4.642500305E1,6.311250305E1,-1.191375046E2,1.425910725E2
5.675123078E0,-4.666875076E1,6.343125153E1,-1.202250061E2,1.437203815E2
5.685123078E0,-4.725000000E1,6.378750229E1,-1.210125046E2,1.447253752E2
5.695123078E0,-4.798125076E1,6.397500229E1,-1.217250061E2,1.456433262E2
5.705123078E0,-4.820625305E1,6.427500153E1,-1.228500061E2,1.467897907E2
5.715123078E0,-4.861875153E1,6.455625153E1,-1.236375046E2,1.477075663E2
5.725123078E0,-4.897500229E1,6.463125610E1,-1.245937576E2,1.486585166E2
5.735123078E0,-4.942500305E1,6.489375305E1,-1.256062546E2,1.497696942E2
5.745123078E0,-5.013750076E1,6.523125458E1,-1.264312515E2,1.508434517E2
5.755123078E0,-5.070000076E1,6.571875000E1,-1.271062546E2,1.518072598E2
5.765123078E0,-5.105625153E1,6.600000000E1,-1.277625046E2,1.525975046E2
5.775123078E0,-5.131875229E1,6.630000305E1,-1.285500031E2,1.534744540E2
5.785123078E0,-5.182500076E1,6.669375610E1,-1.292437592E2,1.543950682E2
5.795123078E0,-5.216250229E1,6.729375458E1,-1.302000122E2,1.555680534E2
5.805123078E0,-5.250000381E1,6.783750153E1,-1.309875031E2,1.565755504E2
5.815123078E0,-5.298750305E1,6.817500305E1,-1.318875122E2,1.576382644E2
5.825123078E0,-5.323125076E1,6.845625305E1,-1.328812561E2,1.586734157E2
5.835123078E0,-5.370000076E1,6.860625458E1,-1.339500122E2,1.597908446E2
5.845123078E0,-5.407500076E1,6.900000000E1,-1.349250031E2,1.609032696E2
5.855123078E0,-5.452500153E1,6.939375305E1,-1.359937592E2,1.621196203E2
5.865123078E0,-5.505000305E1,6.995625305E1,-1.368375092E2,1.632448593E2
5.875123078E0,-5.540625381E1,7.031250000E1,-1.378125000E2,1.643349804E2
5.885123078E0,-5.613750076E1,7.066875458E1,-1.388250122E2,1.655834408E2
5.895123078E0,-5.656875229E1,7.125000000E1,-1.398375092E2,1.668266022E2
5.905123078E0,-5.718750381E1,7.170000458E1,-1.409250031E2,1.681402918E2
5.915123078E0,-5.773125076E1,7.218750000E1,-1.419000092E2,1.693503619E2
5.925123078E0,-5.821875381E1,7.280625153E1,-1.431375122E2,1.708172151E2
5.935123078E0,-5.896875381E1,7.333125305E1,-1.442250061E2,1.722081269E2
5.945123078E0,-5.951250076E1,7.376250458E1,-1.454812622E2,1.736301889E2
5.955123078E0,-6.026250076E1,7.410000610E1,-1.467000122E2,1.750522022E2
5.965123078E0,-6.065625381E1,7.486875153E1,-1.479562531E2,1.765660327E2
5.975123078E0,-6.129375076E1,7.546875000E1,-1.491000061E2,1.779979436E2
5.985123078E0,-6.191250229E1,7.623750305E1,-1.500000000E2,1.792911454E2
5.995123078E0,-6.241875076E1,7.698750305E1,-1.511625061E2,1.807575153E2
6.005123078E0,-6.324375153E1,7.756875610E1,-1.523625031E2,1.822937639E2
6.015123078E0,-6.397500229E1,7.835625458E1,-1.536375122E2,1.839483316E2
6.025123078E0,-6.480000305E1,7.893750000E1,-1.551187592E2,1.857202163E2
6.035123078E0,-6.555000305E1,8.000625610E1,-1.564125061E2,1.875171352E2
6.045123078E0,-6.646875000E1,8.062500000E1,-1.575562592E2,1.890567644E2
6.055123078E0,-6.729375458E1,8.135625458E1,-1.587750092E2,1.906745738E2
6.065123078E0,-6.783750153E1,8.220000458E1,-1.604062500E2,1.925848707E2
6.075123078E0,-6.881250000E1,8.315625000E1,-1.618875122E2,1.945705237E2
6.085123078E0,-6.961875153E1,8.405625153E1,-1.635000000E2,1.965819778E2
6.095123078E0,-7.008750153E1,8.499375153E1,-1.649625092E2,1.983653828E2
6.105123078E0,-7.078125000E1,8.606250000E1,-1.664812622E2,2.003315999E2
