"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.537156475E0,-8.756250381E0,-4.126875305E1,-2.041875076E1,4.686904396E1
6.547156475E0,-9.075000763E0,-4.237500000E1,-1.830000114E1,4.704132551E1
6.557156475E0,-9.543750763E0,-4.333125305E1,-1.635000038E1,4.728639532E1
6.567156475E0,-1.016250038E1,-4.402500153E1,-1.498125076E1,4.760162863E1
6.577156475E0,-1.055625057E1,-4.473750305E1,-1.372500038E1,4.797138982E1
6.587156475E0,-1.104375076E1,-4.518750000E1,-1.290000057E1,4.827302147E1
6.597156475E0,-1.138125038E1,-4.571250153E1,-1.211250019E1,4.864029520E1
6.607156475E0,-1.128750038E1,-4.588125229E1,-1.123125076E1,4.856581071E1
6.617156475E0,-1.147500038E1,-4.620000076E1,-1.072500038E1,4.879693984E1
6.627156475E0,-1.166250038E1,-4.638750076E1,-1.020000076E1,4.890658604E1
6.637156475E0,-1.166250038E1,-4.670625305E1,-9.712500572E0,4.911029074E1
6.647156475E0,-1.160625076E1,-4.711875153E1,-9.806250572E0,4.950802311E1
6.657156475E0,-1.136250019E1,-4.736250305E1,-9.468750000E0,4.961824596E1
6.667156475E0,-1.138125038E1,-4.741875076E1,-9.187500000E0,4.962339106E1
6.677156475E0,-1.121250057E1,-4.740000153E1,-9.037500381E0,4.953944617E1
6.687156475E0,-1.143750000E1,-4.775625229E1,-8.775000572E0,4.988463365E1
6.697156475E0,-1.162500000E1,-4.758750153E1,-9.037500381E0,4.981352567E1
6.707156475E0,-1.156875038E1,-4.777500153E1,-9.131250381E0,4.999666479E1
6.717156475E0,-1.166250038E1,-4.775625229E1,-9.281250000E0,5.002814357E1
6.727156475E0,-1.171875000E1,-4.771875000E1,-8.943750381E0,4.994395733E1
6.737156475E0,-1.198125076E1,-4.755000305E1,-9.037500381E0,4.986210558E1
6.747156475E0,-1.207500076E1,-4.770000076E1,-9.225000381E0,5.006192514E1
6.757156475E0,-1.245000076E1,-4.773750305E1,-9.337500572E0,5.021016464E1
6.767156475E0,-1.269375038E1,-4.743750000E1,-9.656250000E0,5.004688671E1
6.777156475E0,-1.254375076E1,-4.745625305E1,-9.506250381E0,4.999810430E1
6.787156475E0,-1.241250038E1,-4.730625153E1,-9.675000191E0,4.985536308E1
6.797156475E0,-1.228125095E1,-4.736250305E1,-9.900000572E0,4.992039495E1
6.807156475E0,-1.235625076E1,-4.726875305E1,-1.008750057E1,4.988756975E1
6.817156475E0,-1.226250076E1,-4.715625000E1,-1.025625038E1,4.979228365E1
6.827156475E0,-1.207500076E1,-4.713750076E1,-1.020000076E1,4.971709603E1
6.837156475E0,-1.173750019E1,-4.693125153E1,-1.029375076E1,4.945980778E1
6.847156475E0,-1.134375000E1,-4.700625229E1,-1.051875019E1,4.948648830E1
6.857156475E0,-1.130625057E1,-4.706250000E1,-1.053750038E1,4.953533206E1
6.867156475E0,-1.130625057E1,-4.719375229E1,-1.059375000E1,4.967201522E1
6.877156475E0,-1.143750000E1,-4.706250000E1,-1.081875038E1,4.962600802E1
6.887156475E0,-1.132500076E1,-4.700625229E1,-1.087500000E1,4.955914670E1
6.897156475E0,-1.141875076E1,-4.706250000E1,-1.096875000E1,4.965460957E1
6.907156475E0,-1.143750000E1,-4.695000076E1,-1.119375038E1,4.960261108E1
6.917156475E0,-1.149375057E1,-4.706250000E1,-1.138125038E1,4.976462668E1
6.927156475E0,-1.156875038E1,-4.704375076E1,-1.141875076E1,4.977286751E1
6.937156475E0,-1.166250038E1,-4.689375305E1,-1.168125057E1,4.971407854E1
6.947156475E0,-1.185000038E1,-4.681875229E1,-1.168125057E1,4.968772172E1
6.957156475E0,-1.200000000E1,-4.672500229E1,-1.145625019E1,4.958297598E1
6.967156475E0,-1.218750095E1,-4.659375000E1,-1.132500076E1,4.947492659E1
6.977156475E0,-1.213125038E1,-4.642500305E1,-1.125000000E1,4.928499411E1
6.987156475E0,-1.250625038E1,-4.636875153E1,-1.117500019E1,4.930870152E1
6.997156475E0,-1.278750038E1,-4.614375305E1,-1.100625038E1,4.913149356E1
7.007156475E0,-1.321875095E1,-4.614375305E1,-1.063125038E1,4.916304310E1
7.017156475E0,-1.342500019E1,-4.623750305E1,-1.048125076E1,4.927467845E1
7.027156475E0,-1.363125038E1,-4.623750305E1,-1.042500019E1,4.931935020E1
7.037156475E0,-1.391250038E1,-4.635000229E1,-1.063125038E1,4.954698642E1
7.047156475E0,-1.383750057E1,-4.618125153E1,-1.104375076E1,4.945855685E1
7.057156475E0,-1.404375076E1,-4.621875000E1,-1.119375038E1,4.958527841E1
7.067156475E0,-1.402500057E1,-4.623750305E1,-1.125000000E1,4.961017869E1
7.077156475E0,-1.387500095E1,-4.627500153E1,-1.136250019E1,4.962859889E1
7.087156475E0,-1.368750095E1,-4.625625229E1,-1.162500000E1,4.961984667E1
7.097156475E0,-1.344375038E1,-4.629375076E1,-1.179375076E1,4.962799957E1
7.107156475E0,-1.327500057E1,-4.606875229E1,-1.198125076E1,4.941766837E1
7.117156475E0,-1.290000057E1,-4.601250076E1,-1.173750019E1,4.920700308E1
7.127156475E0,-1.291875076E1,-4.610625076E1,-1.156875038E1,4.925968398E1
7.137156475E0,-1.295625019E1,-4.610625076E1,-1.158750057E1,4.927393782E1
7.147156475E0,-1.295625019E1,-4.597500229E1,-1.162500000E1,4.916000284E1
7.157156475E0,-1.320000076E1,-4.580625153E1,-1.171875000E1,4.908952842E1
7.167156475E0,-1.331250095E1,-4.560000229E1,-1.183125019E1,4.895468692E1
7.177156475E0,-1.353750038E1,-4.518750000E1,-1.177500057E1,4.861918049E1
7.187156475E0,-1.396875095E1,-4.505625153E1,-1.183125019E1,4.863301642E1
7.197156475E0,-1.453125095E1,-4.485000229E1,-1.222500038E1,4.870452334E1
7.207156475E0,-1.485000038E1,-4.455000305E1,-1.252500057E1,4.860144980E1
7.217156475E0,-1.524375057E1,-4.415625000E1,-1.276875019E1,4.842713420E1
7.227156475E0,-1.520625019E1,-4.376250076E1,-1.321875095E1,4.817802294E1
7.237156475E0,-1.546875095E1,-4.333125305E1,-1.355625057E1,4.796510895E1
7.247156475E0,-1.573125076E1,-4.293750000E1,-1.395000076E1,4.780903344E1
7.257156475E0,-1.623750114E1,-4.248750305E1,-1.436250019E1,4.769827849E1
7.267156475E0,-1.651875114E1,-4.190625000E1,-1.501875019E1,4.748226812E1
7.277156475E0,-1.657500076E1,-4.085625076E1,-1.576875019E1,4.682539225E1
7.287156475E0,-1.676250076E1,-3.982500076E1,-1.678125000E1,4.635323580E1
7.297156475E0,-1.685625076E1,-3.845625305E1,-1.845000076E1,4.586304740E1
7.307156475E0,-1.779375076E1,-3.607500076E1,-2.103750038E1,4.539382853E1
7.317156475E0,-1.852500153E1,-3.260625076E1,-2.480625153E1,4.496324482E1
7.327156475E0,-2.015625000E1,-2.671875191E1,-3.022500038E1,4.509674895E1
7.337156475E0,-2.293125153E1,-1.736250114E1,-3.701250076E1,4.687455552E1
7.347156475E0,-2.698125076E1,-2.137500048E0,-4.398750305E1,5.164743192E1
7.357156475E0,-3.236250305E1,2.026875114E1,-4.678125000E1,6.038740952E1
7.367156475E0,-3.768750000E1,4.966875076E1,-3.982500076E1,7.398218126E1
7.377156475E0,-4.053750229E1,8.173125458E1,-2.180625153E1,9.380191721E1
7.387156475E0,-4.038750076E1,1.113000031E2,2.887500048E0,1.184363903E2
7.397156475E0,-3.785625076E1,1.361812592E2,2.930625153E1,1.443512641E2
7.407156475E0,-3.369375229E1,1.561687622E2,5.510625076E1,1.689989648E2
7.417156475E0,-2.934375191E1,1.712625122E2,7.893750000E1,1.908481930E2
7.427156475E0,-2.495625114E1,1.798687592E2,9.860625458E1,2.066368274E2
7.437156475E0,-2.036250114E1,1.797562561E2,1.086562576E2,2.110287312E2
7.447156475E0,-1.511250019E1,1.693500061E2,1.038187561E2,1.992138207E2
7.457156475E0,-1.059375000E1,1.520062561E2,8.461875153E1,1.742941839E2
7.467156475E0,-7.706250191E0,1.320750122E2,5.784375381E1,1.443921570E2
7.477156475E0,-6.768750191E0,1.120500031E2,3.052500153E1,1.163305415E2
7.487156475E0,-6.618750095E0,9.223125458E1,5.700000286E0,9.264395381E1
7.497156475E0,-5.437500000E0,7.179375458E1,-1.515000057E1,7.357602952E1
7.507156475E0,-3.206250191E0,5.062500381E1,-3.048750114E1,5.918326434E1
7.517156475E0,-2.812500000E-1,2.951250076E1,-3.963750076E1,4.941860246E1
7.527156475E0,1.781250119E0,1.083750057E1,-4.252500153E1,4.392038280E1
7.537156475E0,2.212500095E0,-4.518750191E0,-4.125000000E1,4.155570671E1
7.547156475E0,1.443750024E0,-1.623750114E1,-3.755625153E1,4.094157894E1
7.557156475E0,1.875000000E-1,-2.448750114E1,-3.369375229E1,4.165263271E1
7.567156475E0,-8.437500596E-1,-3.045000076E1,-3.000000191E1,4.275411764E1
7.577156475E0,-1.837500095E0,-3.485625076E1,-2.688750076E1,4.405987201E1
7.587156475E0,-2.756250143E0,-3.813750076E1,-2.450625038E1,4.541610053E1
7.597156475E0,-3.656250238E0,-4.042500305E1,-2.240625000E1,4.636366116E1
7.607156475E0,-4.237500191E0,-4.215000153E1,-2.118750000E1,4.736548525E1
7.617156475E0,-4.818750381E0,-4.331250000E1,-2.002500153E1,4.796033463E1
7.627156475E0,-5.287500381E0,-4.404375076E1,-1.942500114E1,4.842664877E1
7.637156475E0,-5.625000000E0,-4.473750305E1,-1.897500038E1,4.891968360E1
7.647156475E0,-6.000000000E0,-4.526250076E1,-1.841250038E1,4.923123140E1
7.657156475E0,-6.225000381E0,-4.548750305E1,-1.801875114E1,4.932077611E1
7.667156475E0,-6.431250095E0,-4.565625000E1,-1.764375114E1,4.936756117E1
7.677156475E0,-6.450000286E0,-4.573125076E1,-1.745625114E1,4.937277088E1
7.687156475E0,-6.525000095E0,-4.580625153E1,-1.715625000E1,4.934698794E1
7.697156475E0,-6.618750095E0,-4.578750229E1,-1.702500153E1,4.929659112E1
7.707156475E0,-6.581250191E0,-4.614375305E1,-1.678125000E1,4.953957157E1
7.717156475E0,-6.487500191E0,-4.606875229E1,-1.659375000E1,4.939402935E1
7.727156475E0,-6.262500286E0,-4.638750076E1,-1.680000114E1,4.973187283E1
7.737156475E0,-6.150000095E0,-4.657500076E1,-1.663125038E1,4.983624872E1
7.747156475E0,-6.056250095E0,-4.676250076E1,-1.646250153E1,4.994420486E1
7.757156475E0,-5.756250381E0,-4.680000305E1,-1.635000038E1,4.990688546E1
7.767156475E0,-5.925000191E0,-4.702500153E1,-1.605000114E1,5.004057286E1
7.777156475E0,-6.112500191E0,-4.740000153E1,-1.593750095E1,5.037982473E1
7.787156475E0,-6.356250286E0,-4.732500076E1,-1.565625095E1,5.025112744E1
7.797156475E0,-6.337500095E0,-4.749375153E1,-1.543125057E1,5.033829393E1
7.807156475E0,-6.581250191E0,-4.747500229E1,-1.501875019E1,5.022700025E1
7.817156475E0,-6.900000095E0,-4.756875229E1,-1.496250057E1,5.034155956E1
7.827156475E0,-7.068750381E0,-4.751250076E1,-1.481250095E1,5.026743623E1
7.837156475E0,-7.368750095E0,-4.771875000E1,-1.485000038E1,5.051633489E1
7.847156475E0,-7.443750381E0,-4.758750153E1,-1.511250019E1,5.048135679E1
7.857156475E0,-7.368750095E0,-4.745625305E1,-1.505625057E1,5.032976369E1
7.867156475E0,-7.387500286E0,-4.734375000E1,-1.533750057E1,5.031147730E1
7.877156475E0,-7.743750095E0,-4.728750229E1,-1.558125019E1,5.038699133E1
7.887156475E0,-8.062500000E0,-4.717500305E1,-1.569375038E1,5.036644339E1
7.897156475E0,-8.381250381E0,-4.723125076E1,-1.535625076E1,5.036716037E1
7.907156475E0,-8.606250763E0,-4.706250000E1,-1.548750019E1,5.028726599E1
7.917156475E0,-8.831250191E0,-4.708125305E1,-1.546875095E1,5.033803358E1
7.927156475E0,-9.056250572E0,-4.696875000E1,-1.528125095E1,5.021549344E1
7.937156475E0,-9.093750000E0,-4.695000076E1,-1.552500057E1,5.027946403E1
7.947156475E0,-9.281250000E0,-4.693125153E1,-1.528125095E1,5.022151533E1
7.957156475E0,-9.356250763E0,-4.713750076E1,-1.498125076E1,5.033806990E1
7.967156475E0,-9.768750191E0,-4.726875305E1,-1.490625095E1,5.051692600E1
7.977156475E0,-9.937500000E0,-4.728750229E1,-1.530000019E1,5.068482795E1
7.987156475E0,-1.003125000E1,-4.756875229E1,-1.516875076E1,5.092644864E1
7.997156475E0,-1.005000019E1,-4.749375153E1,-1.513125038E1,5.084892994E1
8.007156475E0,-1.016250038E1,-4.753125000E1,-1.520625019E1,5.092863817E1
8.017156475E0,-1.038750076E1,-4.755000305E1,-1.503750038E1,5.094143088E1
8.027156475E0,-1.035000038E1,-4.749375153E1,-1.507500076E1,5.089238243E1
8.037156475E0,-1.070625019E1,-4.740000153E1,-1.548750019E1,5.100241759E1
8.047156475E0,-1.046250057E1,-4.740000153E1,-1.558125019E1,5.098038270E1
8.057156475E0,-1.025625038E1,-4.740000153E1,-1.548750019E1,5.090985640E1
8.067156475E0,-1.016250038E1,-4.736250305E1,-1.545000076E1,5.084472080E1
8.077156475E0,-1.010625076E1,-4.717500305E1,-1.550625038E1,5.067603988E1
8.087156475E0,-1.008750057E1,-4.721250153E1,-1.541250038E1,5.067862603E1
8.097156475E0,-1.040625000E1,-4.725000000E1,-1.515000057E1,5.069886642E1
8.107156475E0,-1.055625057E1,-4.734375000E1,-1.528125095E1,5.085648160E1
8.117156475E0,-1.014375019E1,-4.719375229E1,-1.530000019E1,5.063828521E1
8.127156475E0,-1.012500000E1,-4.711875153E1,-1.533750057E1,5.057599524E1
8.137156475E0,-1.048125076E1,-4.702500153E1,-1.520625019E1,5.052165309E1
8.147156475E0,-1.050000000E1,-4.691250229E1,-1.545000076E1,5.049490464E1
8.157156475E0,-1.057500076E1,-4.706250000E1,-1.546875095E1,5.065561966E1
8.167156475E0,-1.029375076E1,-4.687500000E1,-1.548750019E1,5.042905504E1
8.177156475E0,-9.956250191E0,-4.653750229E1,-1.578750038E1,5.014091349E1
8.187156475E0,-9.675000191E0,-4.636875153E1,-1.571250057E1,4.990540473E1
8.197156475E0,-9.825000763E0,-4.642500305E1,-1.561875057E1,4.995755116E1
8.207156475E0,-9.975000381E0,-4.636875153E1,-1.552500057E1,4.990578517E1
8.217156475E0,-9.656250000E0,-4.620000076E1,-1.591875076E1,4.981053965E1
8.227156475E0,-9.656250000E0,-4.616250229E1,-1.588125038E1,4.976378096E1
8.237156475E0,-9.937500000E0,-4.599375153E1,-1.601250076E1,4.970492195E1
8.247156475E0,-1.021875000E1,-4.599375153E1,-1.620000076E1,4.982256573E1
8.257156475E0,-1.031250000E1,-4.608750153E1,-1.625625038E1,4.994668287E1
8.267156475E0,-1.061250019E1,-4.614375305E1,-1.640625000E1,5.011023992E1
8.277156475E0,-1.076250076E1,-4.605000305E1,-1.618125153E1,4.998266804E1
8.287156475E0,-1.065000057E1,-4.603125000E1,-1.638750076E1,5.000848598E1
8.297156475E0,-1.093125057E1,-4.614375305E1,-1.635000038E1,5.016034985E1
8.307156475E0,-1.117500019E1,-4.618125153E1,-1.640625000E1,5.026682465E1
8.317156475E0,-1.110000038E1,-4.620000076E1,-1.635000038E1,5.024910538E1
8.327156475E0,-1.119375038E1,-4.620000076E1,-1.653750038E1,5.033119348E1
8.337156475E0,-1.138125038E1,-4.612500000E1,-1.666875076E1,5.034774809E1
8.347156475E0,-1.173750019E1,-4.590000153E1,-1.661250114E1,5.020512170E1
8.357156475E0,-1.179375076E1,-4.578750229E1,-1.730625153E1,5.034971961E1
8.367156475E0,-1.194375038E1,-4.550625229E1,-1.768125153E1,5.026031064E1
8.377156475E0,-1.198125076E1,-4.520625305E1,-1.798125076E1,5.010470102E1
8.387156475E0,-1.218750095E1,-4.492500305E1,-1.820625114E1,4.998258356E1
8.397156475E0,-1.233750057E1,-4.470000076E1,-1.848750114E1,4.992085423E1
8.407156475E0,-1.269375038E1,-4.456875229E1,-1.858125114E1,4.992762635E1
8.417156475E0,-1.314375019E1,-4.443750000E1,-1.873125076E1,4.998309045E1
8.427156475E0,-1.293750095E1,-4.413750076E1,-1.910625076E1,4.980508732E1
8.437156475E0,-1.318125057E1,-4.370625305E1,-1.897500038E1,4.943715770E1
8.447156475E0,-1.351875019E1,-4.323750305E1,-1.912500000E1,4.917320309E1
8.457156475E0,-1.393125057E1,-4.248750305E1,-1.955625153E1,4.880281377E1
8.467156475E0,-1.419375038E1,-4.134375000E1,-2.053125000E1,4.829389651E1
8.477156475E0,-1.456875038E1,-3.980625153E1,-2.193750000E1,4.772881786E1
8.487156475E0,-1.501875019E1,-3.725625229E1,-2.418750191E1,4.688951312E1
8.497156475E0,-1.558125019E1,-3.315000153E1,-2.745000076E1,4.577336016E1
8.507156475E0,-1.749375153E1,-2.660625076E1,-3.157500076E1,4.484311090E1
8.517156475E0,-1.993125153E1,-1.543125057E1,-3.549375153E1,4.353371887E1
8.527156475E0,-2.270625114E1,1.087500095E0,-3.583125305E1,4.243389203E1
8.537156475E0,-2.446875191E1,2.113125038E1,-2.786250114E1,4.267983754E1
8.547156475E0,-2.373750114E1,4.014375305E1,-1.250625038E1,4.828453343E1
8.557156475E0,-2.073750114E1,5.638125229E1,6.206250191E0,6.039376710E1
8.567156475E0,-1.644375038E1,6.952500153E1,2.593125153E1,7.600363524E1
8.577156475E0,-1.273125076E1,8.206875610E1,4.548750305E1,9.469149069E1
8.587156475E0,-1.068750000E1,9.373125458E1,6.307500076E1,1.134822738E2
8.597156475E0,-8.887500763E0,1.012312546E2,7.488750458E1,1.262334857E2
8.607156475E0,-6.243750095E0,1.009500046E2,7.775625610E1,1.275771265E2
8.617156475E0,-3.525000095E0,9.322500610E1,6.922500610E1,1.161698277E2
8.627156475E0,-3.075000048E0,8.248125458E1,5.268750381E1,9.792132577E1
8.637156475E0,-4.987500191E0,7.153125000E1,3.337500000E1,7.909162730E1
8.647156475E0,-8.156250000E0,6.097500229E1,1.372500038E1,6.303055571E1
8.657156475E0,-1.083750057E1,4.809375381E1,-4.518750191E0,4.950635997E1
8.667156475E0,-1.095000076E1,3.232500076E1,-1.976250076E1,3.943811136E1
8.677156475E0,-1.020000076E1,1.533750057E1,-2.881875038E1,3.420232906E1
8.687156475E0,-9.993750572E0,3.187500238E-1,-3.213750076E1,3.365702909E1
8.697156475E0,-1.080000019E1,-1.149375057E1,-3.217500305E1,3.583262658E1
8.707156475E0,-1.200000000E1,-1.966875076E1,-3.088125038E1,3.852935740E1
8.717156475E0,-1.306875038E1,-2.542500114E1,-2.958750153E1,4.114174481E1
8.727156475E0,-1.385625076E1,-2.947500038E1,-2.806875038E1,4.299565188E1
8.737156475E0,-1.423125076E1,-3.230625153E1,-2.666250038E1,4.423925081E1
8.747156475E0,-1.481250095E1,-3.399375153E1,-2.531250191E1,4.489663774E1
8.757156475E0,-1.531875038E1,-3.493125153E1,-2.456250191E1,4.536709101E1
8.767156475E0,-1.601250076E1,-3.530625153E1,-2.418750191E1,4.569427564E1
8.777156475E0,-1.648125076E1,-3.495000076E1,-2.377500153E1,4.536942668E1
8.787156475E0,-1.728750038E1,-3.436875153E1,-2.371875000E1,4.519566188E1
8.797156475E0,-1.805625153E1,-3.303750229E1,-2.433750153E1,4.483100219E1
8.807156475E0,-1.899375153E1,-3.060000038E1,-2.566875076E1,4.422677228E1
8.817156475E0,-2.049375153E1,-2.658750153E1,-2.728125191E1,4.325685835E1
8.827156475E0,-2.255625153E1,-2.034375000E1,-2.923125076E1,4.215588533E1
8.837156475E0,-2.563125038E1,-1.061250019E1,-3.103125191E1,4.162360810E1
8.847156475E0,-3.005625153E1,3.862500191E0,-2.996250153E1,4.261512245E1
8.857156475E0,-3.652500153E1,2.321250153E1,-2.186250114E1,4.848571872E1
8.867156475E0,-4.297500229E1,4.548750305E1,-2.568750143E0,6.263036191E1
8.877156475E0,-4.545000076E1,6.191250229E1,3.410625076E1,8.403628294E1
8.887156475E0,-4.471875000E1,7.462500000E1,7.228125000E1,1.131071896E2
8.897156475E0,-4.231875229E1,8.589375305E1,1.089937515E2,1.450801554E2
8.907156475E0,-4.061250305E1,9.841875458E1,1.432125092E2,1.784529334E2
8.917156475E0,-4.173750305E1,1.122562561E2,1.718625031E2,2.094760276E2
8.927156475E0,-4.462500000E1,1.240875015E2,1.886812592E2,2.301949526E2
8.937156475E0,-4.546875000E1,1.293187561E2,1.878562622E2,2.325526245E2
8.947156475E0,-4.331250000E1,1.268062515E2,1.680187531E2,2.149095146E2
8.957156475E0,-4.256250000E1,1.241062546E2,1.274437561E2,1.829093759E2
8.967156475E0,-4.333125305E1,1.197187576E2,8.525625610E1,1.532279597E2
8.977156475E0,-4.453125000E1,1.121625061E2,4.505625153E1,1.288158601E2
8.987156475E0,-4.421250153E1,9.864375305E1,8.550000191E0,1.084363307E2
8.997156475E0,-3.973125076E1,7.876875305E1,-2.167500114E1,9.084544248E1
9.007156475E0,-3.189375114E1,5.478750229E1,-4.220625305E1,7.615936952E1
9.017156475E0,-2.416875076E1,3.136875153E1,-5.145000076E1,6.492480007E1
9.027156475E0,-1.925625038E1,1.194375038E1,-5.250000381E1,5.718134969E1
9.037156475E0,-1.695000076E1,-2.550000191E0,-4.933125305E1,5.222430042E1
9.047156475E0,-1.621875000E1,-1.286250019E1,-4.509375000E1,4.961792067E1
9.057156475E0,-1.612500000E1,-2.030625153E1,-4.125000000E1,4.872291018E1
9.067156475E0,-1.601250076E1,-2.540625191E1,-3.772500229E1,4.821880976E1
9.077156475E0,-1.603125000E1,-2.911875153E1,-3.496875000E1,4.824641068E1
9.087156475E0,-1.627500153E1,-3.185625076E1,-3.281250000E1,4.854231704E1
9.097156475E0,-1.666875076E1,-3.384375000E1,-3.114375114E1,4.892013799E1
9.107156475E0,-1.674375153E1,-3.513750076E1,-2.985000038E1,4.905119466E1
9.117156475E0,-1.702500153E1,-3.601875305E1,-2.842500114E1,4.894059602E1
9.127156475E0,-1.670625114E1,-3.667500305E1,-2.761875153E1,4.885642345E1
9.137156475E0,-1.681875038E1,-3.731250000E1,-2.649375153E1,4.875460892E1
9.147156475E0,-1.674375153E1,-3.765000153E1,-2.619375038E1,4.882610356E1
9.157156475E0,-1.674375153E1,-3.804375076E1,-2.593125153E1,4.899091745E1
9.167156475E0,-1.672500038E1,-3.828750229E1,-2.548125076E1,4.893825303E1
9.177156475E0,-1.680000114E1,-3.840000153E1,-2.533125114E1,4.897420178E1
9.187156475E0,-1.655625153E1,-3.856875229E1,-2.531250191E1,4.901408849E1
9.197156475E0,-1.638750076E1,-3.875625229E1,-2.561250114E1,4.926050637E1
9.207156475E0,-1.668750000E1,-3.886875153E1,-2.550000191E1,4.939132109E1
9.217156475E0,-1.681875038E1,-3.901875305E1,-2.568750191E1,4.965059122E1
9.227156475E0,-1.719375038E1,-3.939375305E1,-2.555625153E1,5.000614786E1
9.237156475E0,-1.762500000E1,-3.952500153E1,-2.544375038E1,5.020209960E1
9.247156475E0,-1.781250000E1,-3.958125305E1,-2.531250191E1,5.024622874E1
9.257156475E0,-1.796250153E1,-3.980625153E1,-2.518125153E1,5.041115502E1
9.267156475E0,-1.822500038E1,-3.999375153E1,-2.478750038E1,5.045860655E1
9.277156475E0,-1.828125000E1,-4.040625000E1,-2.452500153E1,5.067884016E1
9.287156475E0,-1.830000114E1,-4.066875076E1,-2.415000153E1,5.071547993E1
9.297156475E0,-1.820625114E1,-4.085625076E1,-2.381250000E1,5.067283260E1
9.307156475E0,-1.809375000E1,-4.098750305E1,-2.366250038E1,5.066826541E1
9.317156475E0,-1.824375153E1,-4.125000000E1,-2.345625114E1,5.083888952E1
9.327156475E0,-1.800000000E1,-4.145625305E1,-2.328750038E1,5.084219302E1
9.337156475E0,-1.779375076E1,-4.155000305E1,-2.293125153E1,5.068394831E1
9.347156475E0,-1.756875038E1,-4.171875000E1,-2.270625114E1,5.064275795E1
9.357156475E0,-1.736250114E1,-4.158750153E1,-2.244375038E1,5.034579089E1
9.367156475E0,-1.745625114E1,-4.173750305E1,-2.255625153E1,5.055219429E1
9.377156475E0,-1.743750000E1,-4.186875153E1,-2.225625038E1,5.052127712E1
9.387156475E0,-1.747500038E1,-4.201875305E1,-2.216250038E1,5.061746408E1
9.397156475E0,-1.704375076E1,-4.201875305E1,-2.201250076E1,5.040451605E1
9.407156475E0,-1.696875000E1,-4.207500076E1,-2.173125076E1,5.030399015E1
9.417156475E0,-1.663125038E1,-4.211250305E1,-2.152500153E1,5.013369220E1
9.427156475E0,-1.681875038E1,-4.226250076E1,-2.139375114E1,5.026611108E1
9.437156475E0,-1.683750153E1,-4.246875000E1,-2.148750114E1,5.048572956E1
9.447156475E0,-1.640625000E1,-4.243125153E1,-2.137500000E1,5.026397089E1
9.457156475E0,-1.608750153E1,-4.245000076E1,-2.160000038E1,5.027295781E1
9.467156475E0,-1.578750038E1,-4.241250229E1,-2.158125114E1,5.013796884E1
9.477156475E0,-1.578750038E1,-4.263750076E1,-2.141250038E1,5.025631117E1
9.487156475E0,-1.580625057E1,-4.290000153E1,-2.139375114E1,5.047712627E1
9.497156475E0,-1.608750153E1,-4.297500229E1,-2.167500114E1,5.074903153E1
9.507156475E0,-1.591875076E1,-4.299375153E1,-2.171250153E1,5.072772436E1
9.517156475E0,-1.588125038E1,-4.310625076E1,-2.161875153E1,5.077138353E1
9.527156475E0,-1.601250076E1,-4.329375076E1,-2.171250153E1,5.101158455E1
9.537156475E0,-1.597500038E1,-4.351875305E1,-2.145000076E1,5.108018243E1
9.547156475E0,-1.584375095E1,-4.357500076E1,-2.122500038E1,5.099319344E1
9.557156475E0,-1.571250057E1,-4.346250153E1,-2.131875038E1,5.089558754E1
9.567156475E0,-1.571250057E1,-4.342500305E1,-2.137500000E1,5.088717117E1
9.577156475E0,-1.548750019E1,-4.335000229E1,-2.120625114E1,5.068323636E1
9.587156475E0,-1.552500057E1,-4.346250153E1,-2.116875076E1,5.077529607E1
9.597156475E0,-1.545000076E1,-4.331250000E1,-2.090625000E1,5.051481435E1
9.607156475E0,-1.552500057E1,-4.338750076E1,-2.055000114E1,5.045595517E1
9.617156475E0,-1.558125019E1,-4.303125000E1,-2.053125000E1,5.015970555E1
9.627156475E0,-1.590000057E1,-4.310625076E1,-2.036250114E1,5.025525172E1
9.637156475E0,-1.608750153E1,-4.314375305E1,-2.025000000E1,5.030162654E1
9.647156475E0,-1.601250076E1,-4.308750153E1,-2.006250000E1,5.015413118E1
9.657156475E0,-1.586250019E1,-4.320000076E1,-1.996875000E1,5.016582457E1
9.667156475E0,-1.612500000E1,-4.323750305E1,-1.983750153E1,5.022970995E1
9.677156475E0,-1.618125153E1,-4.335000229E1,-1.972500038E1,5.030040993E1
9.687156475E0,-1.603125000E1,-4.312500000E1,-1.987500000E1,5.011768377E1
9.697156475E0,-1.612500000E1,-4.333125305E1,-1.976250076E1,5.028090644E1
9.707156475E0,-1.593750095E1,-4.323750305E1,-1.981875038E1,5.016242093E1
9.717156475E0,-1.588125038E1,-4.320000076E1,-1.983750153E1,5.011966327E1
9.727156475E0,-1.599375057E1,-4.323750305E1,-2.004375076E1,5.026960983E1
9.737156475E0,-1.623750114E1,-4.321875000E1,-2.011875153E1,5.036150274E1
9.747156475E0,-1.591875076E1,-4.323750305E1,-2.026875114E1,5.033597688E1
9.757156475E0,-1.590000057E1,-4.320000076E1,-2.040000153E1,5.035087036E1
9.767156475E0,-1.590000057E1,-4.342500305E1,-2.043750000E1,5.055919614E1
9.777156475E0,-1.576875019E1,-4.353750229E1,-2.066250038E1,5.070607962E1
9.787156475E0,-1.560000038E1,-4.365000153E1,-2.053125000E1,5.069728663E1
