timestamp,Abs,MagX,MagY,MagZ
1672327082.000643,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.000753,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.000773,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.001415,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.002622,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.016837,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.017094,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.017139,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.017263,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.017351,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.017372,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.017388,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.017405,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.017418,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.017431,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.018614,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.019019,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.021856,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.021897,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.023213,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.027316,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.028003,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.028045,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.02806,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.02809,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.029409,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.03174,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.031789,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.032455,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.036353,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.036384,111.21854731152973,65.652176,-63.043480,63.913040
1672327082.203463,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.205716,110.96244982801012,65.217392,-63.043480,63.913040
1672327082.205755,110.96244982801012,65.217392,-63.043480,63.913040
